hcp_name,num_articles,title,authors,journal,publication_year,abstract,hcp_name_short,scraped_from
Karin Samuelsson,26,gas chromatographic mass spectrometric studies synthetic naturally occurring ceramides,"K Samuelsson, B Samuelsson",chemistry and physics of lipids,1970.0,"an f & m 400 gas chromatograph equipped hydrogen flame ionization detector used. the column (a 1.8 m× 3 mm id u-shaped silanized glass column) packed 2% ov-1 100-120 mesh gas chrom q (both applied science laboratories inc., state",K Samuelsson,gs
Karin Samuelsson,26,gasliquid chromatographic separation ceramides diotrimethylsilyl ether derivatives,"B Samuelsson, K Samuelsson",biochimica et biophysica acta (bba)-lipids,1968.0,"our knowledge nature long-chain bases1-b fatty acid+ 10 sphingolipids increased substantially recent years. however, essentially information available concerning molecular species ceramides. resulting combination",K Samuelsson,gs
Karin Samuelsson,26,prolonged symptoms brain dysfunctionadverse effect levodopa,"K Samuelsson, E Änggård",acta medica scandinavica,1976.0,symptoms brain dysfunction occurred 67‐year‐old woman idiopathic parkinsonism treatment levodopa. the adverse effect reappeared severe prolonged form treated year later levodopa combination,K Samuelsson,gs
Karin Samuelsson,26,vadå arbeta interkulturellt en vetenskaplig essä om det svårhanterliga begreppet interkulturell pedagogik sett ur ett fritidshemsperspektiv,"K Samuelsson, M Ulriksson",,2021.0,det interkulturella begreppet är komplext och dess fulla betydelse och innebörd verkar okänt på många skolor och fritidshem. hur ska vi på fritidshemmet lära ut det interkulturella förhållningssättet om vi själva inte har kunskap om interkulturalitet? essän tar sin utgångspunkt,K Samuelsson,gs
Karin Samuelsson,26,inhibition platelet function low dose acetylsalicylic acid patients cerebrovascular disease,"J Svensson, K Samuelsson",thrombosis research,1983.0,"acetylsalicylic acid (asa) present widely prevention arterial thrako+ &o lism. the clinical studies conducted evaluate profylactic effect ischemic cerebrovascular disease (cvd) usually errq? loyed doses range 1, 0-1, 3 g/…",K Samuelsson,gs
Karin Samuelsson,26,on occurrence nature free ceramides human plasma,K Samuelsson,biochimica et biophysica acta (bba)-lipids and lipid,1969.0,"previous studies shown presence ceramide, n-lignoceroylsphingosine liver, spleen lung1-4 fatty acid composition ceramide fraction brain lipids patient tay-sachs’ disease reporteds. experimental evidence",K Samuelsson,gs
Karin Samuelsson,26,packaging logistics schenkera study possibilities advantages,K Samuelsson,,2003.0,objective: to study schenker work packaging related issues achieve business advantages. problem: how package important supply chain? who demands packaging? is transportation company main actor help,K Samuelsson,gs
Karin Samuelsson,26,i underläge röster debatten kring tredje världens fattigdom,K Samuelsson,,2002.0,"in thesis-project i set write overview discourse poverty, selected number international institutions representatives main camps portrayed. this debate focus lately. my main objective",K Samuelsson,gs
Karin Samuelsson,26,ute eller inneen undersökning av lärares syn på utomhuspedagogik,"M Ahlqvist, K Samuelsson",,2006.0,syftet med undersökningen är att försöka belysa lärares inställning till utomhuspedagogik. ett subjektivt urval av lärare gjordes och intervjuer genomfördes och analyserades därefter. resultatet visar att lärarna undersökningen är positivt inställda till utomhuspedagogik och ser,K Samuelsson,gs
Karin Samuelsson,26,det dubbla utanförskapet en kvalitativ intervjustudie om yrkesverksammas resonemang kring partnervåld mot bisexuella kvinnor med fokus på kontroll och makt,"K Samuelsson, A Nicolas",,2019.0,"the purpose study investigate phenomenon psychological intimate partner violence bisexual women. for this, semi-structured interviews conducted professionals meet women subject intimate partner violence. the",K Samuelsson,gs
Karin Samuelsson,26,kommunal redovisning förekomsten av artificiell resultatstyrning kommuner,"K Samuelsson, E Hultberg",,2017.0,"denna studie behandlar förekomsten av resultatstyrning svenska kommuner. tidigare forskning visar på att styrning främst tar form av periodiseringar samt att främsta förklarande faktorerna för förekomsten är ekonomi, politik och tjänstemän. existerande teori menar på att",K Samuelsson,gs
Karin Samuelsson,26,varning ett tekniskt fel har uppstått en undersökning kring hur turistbyråer hanterar informationsteknik,"E Nydén, K Samuelsson",,2009.0,uppsatsen inleddes med en iakttagelse där vi såg tendenser till att anställda inom serviceindustrin håller på att ersättas av teknik. organisationer effektiviseras och självbetjäning blir allt mer vanligt. dagens informationsteknik förser oss med tänkbar information och,K Samuelsson,gs
Karin Samuelsson,26,förutsättningar för ungdomars delaktighet hur gymnasieungdomar sydnärke och örebro ser på sin delaktighet hemkommunen,"K Samuelsson, J Andersson",,2014.0,titel: förutsättningar för ungdomars delaktighet-hur gymnasieungdomar sydnärke och örebro ser på sin delaktighet hemkommunen. inledning/bakgrund: att göra ungdomar delaktiga samhällslivet ses allt mer som ett viktigt samhällsmål. det är viktigt eftersom det bidrar till,K Samuelsson,gs
Karin Samuelsson,26,att vårda patientens alla fack en intervjustudie om allmänsjuksköterskors upplevelser av att vårda patienter med psykisk sjukdom den somatiska vården,"K Samuelsson, K Öman",,2014.0,syftet med denna kvalitativa studie var att utforska allmänsjuksköterskors upplevelser av att vårda patienter med psykisk sjukdom när ligger inne på somatiska avdelningar. sju sjuksköterskor som var anställda på sus malmö intervjuades. materialet analyserades enligt,K Samuelsson,gs
Karin Samuelsson,26,ätstörningsspecifik reflektiv funktion samband med affektmedvetenhet självskattad anknytningsstil och ätstörningssymtom,"A Wallin, K Samuelsson",,2013.0,"syftet var att utvärdera en ny intervju, srf-ed, symptomspecific reflective functioning-eating disorders. intervjun blev validerad förhållande till ätstörningssymtom, anknytningsstil och affektmedvetenhet. sammanlagt deltog 22 personer, 21 kvinnor och en man. de",K Samuelsson,gs
Karin Samuelsson,26,uppdrag framtid en studie researrangörers sociala ansvarstagande,"K Berninger, K Samuelsson",,2009.0,"syftet med vår studie är att skapa en förståelse för begreppet corporate social responsibility (csr) och hur det kan implementeras, på strategisk och operationell nivå, för att genomsyra en hel verksamhet. vårt ämnesval grundar sig på att vi anser att företag inom",K Samuelsson,gs
Malin Ståhl,10,a retrospective evaluation data mining approach aid finding new adverse drug reaction signals who international database,"M Lindquist, M Ståhl, A Bate, I Edwards",drug safety,2000.0,"background: the detection new drug safety signals growing importance new drugs available exposure medicines increasing. the task evaluating information relating safety lies national agencies and, international data,",M Ståhl,gs
Malin Ståhl,10,glucose intolerance atypical antipsychotics,"K Hedenmalm, S Hägg, M Ståhl, Ö Mortimer, O Spigset",drug safety,2002.0,background: previous studies suggested atypical antipsychotics clozapine olanzapine associated increased risk glucose intolerance diabetes mellitus. early studies suggested association use conventional,M Ståhl,gs
Malin Ståhl,10,assessing impact drug safety signals who database presented signal,"M Ståhl, I Edwards, G Bowring, A Kiuru, M Lindquist",drug safety,2003.0,introduction: a major task uppsala monitoring centre (umc) detect early signals suspected adverse drug reactions (adrs) who database. the database currently contains 2.8 million spontaneously reported adr case reports continuously collected,M Ståhl,gs
Malin Ståhl,10,so circle grownchild health services nurses experiences giving parental interviews nonbirthing parents,"M Ståhl, I Hallström",journal of caring,2020.0,"background lately, greater focus given mental health nonbirthing parents postpartum. however, mothers, nonbirthing parents, routinely screened postpartum depression, recently, nonbirthing parents given",M Ståhl,gs
Malin Ståhl,10,våldtagen vårdandet efteråt,"I Engström, M Ståhl",,2013.0,en våldtäkt medför både psykiska och fysiska besvärför den som drabbats. hälso-och sjukvården har en betydande roll hurvåldtäktsoffren ska omhändertas. studien har genomförts som en litteraturstudiemed syftet att klargöra vårdteamets roll omhändertagande av en patient,M Ståhl,gs
Malin Ståhl,10,omvårdnad vid hjärtsvikt,"C Gertten, M Ståhl",,2007.0,"omvårdnad vid hjärtsvikt sjuksköterskans kliniska kompetens–en systematisk litteraturstudie malin ståhl camilla von gertten ståhl, m & von gertten, c. omvårdnad vid hjärtsvikt. sjuksköterskans kliniska kompetens–en systematisk",M Ståhl,gs
Malin Ståhl,10,ständig tillsynen kvalificerad vårdhandling inom psykiatrisk vård,"M Ståhl, G Carlsson, M Nyström",vård i norden,2014.0,"constant supervision psychiatric care entails carer constant watch patient. it based medical order important act caring, potential close contact carer patient. this study investigates patients' carers'",M Ståhl,gs
Malin Ståhl,10,diffusionen av bolagsverkets etjänst för elektroniska årsredovisningar xbrlformat,"A Adolfsson, M Ståhl, E Ton",,2010.0,"conclusions: those private limited liability companies, use swedish companies registration office e-service electronic annual reports, perceive service better alternative traditional paper format. also personal channels accountants",M Ståhl,gs
Malin Ståhl,10,införandet av det tredje penningtvättsdirektivet,"E Ton, M Ståhl",,2009.0,purpose: the purpose paper examine consequences piece money laundering bring banks customer relationships employees work assignments banks affected. the authors want examine,M Ståhl,gs
Malin Ståhl,10,venous thromboembolism treatment antipsychotics,"O Spigset, A Bate, M Ståhl, S Hägg",,2006.0,,M Ståhl,gs
Lena Berg,10,interruptions emergency department work observational interview study,"L Berg, A Källberg, K Göransson",bmj quality &,2013.0,objective frequent interruptions assumed negative effect healthcare clinicians’ working memory result risk errors threatening patient safety. the aim study explore interruptions occurring common activities,L Berg,gs
Lena Berg,10,associations crowding tenday mortality patients allocated lower triage acuity levels need acute hospital care departure ,"L Berg, A Ehrenberg, J Florin, J Östergren",annals of emergency,2019.0,study objective we association emergency department (ed) crowding 10-day mortality patients triaged lower acuity levels ed arrival need acute hospital care ed departure. methods this registry study based ed,L Berg,gs
Lena Berg,10,significant changes emergency department length stay case mix years large swedish university hospital,"L Berg, A Ehrenberg, J Florin, J Östergren",international emergency,2019.0,"objective describe longitudinal development crowding patient/emergency department (ed) characteristics swedish university hospital. methods a retrospective longitudinal registry study based ed visits adult patients 2009–2016 (n = 1,063,806…",L Berg,gs
Lena Berg,10,nest site selection dormouse muscardinus avellanarius different landscapes,"L Berg, Å Berg",annales zoologici fennici,1998.0,"nest site selection dormice studied different landscapes southern sweden: forest-dominated landscape open landscape dominated farmland, pastures apple orchards. randomly selected plots (10 × 10 m) searched dormouse nests",L Berg,gs
Lena Berg,10,factors influencing clinicians perceptions interruptions disturbing nondisturbing qualitative study,"L Berg, A Källberg, A Ehrenberg, J Florin",international emergency,2016.0,"objective emergency departments consist multiple systems requiring interaction able operate independently, creating frequent interruptions clinical workflow. most research interruptions health care settings focused",L Berg,gs
Lena Berg,10,abundance survival hazel dormouse muscardinus avellanarius temporary shrub habitat trapping study,"L Berg, Å Berg",annales zoologici fennici,1999.0,"the knowledge demography abundance hazel dormouse muscardinus avellanarius sweden different habitats poor. the hazel dormouse classified care-demanding national red list sweden. in study, dormice live-trapped",L Berg,gs
Lena Berg,10,an observational study activities multitasking performed clinicians swedish emergency departments,"L Berg, A Ehrenberg, J Florin",european journal of,2012.0,"objectives to explore type frequency activities multitasking performed emergency department clinicians. methods eighteen clinicians (licensed practical nurses, registered nurses medical doctors), occupational group, swedish",L Berg,gs
Lena Berg,10,nursing staff ratio skill mix swedish emergency departments a national crosssectional benchmark study,"M Amritzer, Å Muntlin, L Berg",journal of nursing,2021.0,"aim the aim study ratio skill mix nursing staff swedish emergency departments specific 24‐h period. background the link number patients nursing staff missed nursing care described in‐hospital setting,",L Berg,gs
Lena Berg,10,phenological differences pollinator visitation pollen deposition seed set sticky catchfly viscaria vulgaris,"O Jennersten, L Berg, C Lehman",the journal of ecology,1988.0,"(1) the mechanisms seasonal differences pollinator visitation resulting seed set bumblebee-pollinated, perennial, protandrous herb, viscaria vulgaris (caryophyllaceae) studied sw sweden. (2) seed set flower decreased time (i…",L Berg,gs
Lena Berg,10,electrical systems pod propulsion,"L Berg, U Helldén",,2007.0,"since middle 1990s pod propulsion marine application common. there mainly constructors pod market. abb biggest producer types pods, azipod (5-30mw) compact (0.4-5mw). rolls-royce (rr) second",L Berg,gs
Camilla Persson,20,adolescentsperception of bullying who is the victim who is the bully what can be done to stop bullying,"A Frisén, A Jonsson, C Persson",adolescence,2007.0,"the main aim study adolescents' perceptions experiences bullying: thoughts children adolescents bullied, ideas bully others, believe important order stop buujn^ ng. the",C Persson,gs
Camilla Persson,20,recurrent gross mutations pten tumor suppressor gene breast cancers deficient dsb repair,"L Saal, S Saal, C Persson, K Lövgren",nature,2008.0,"basal-like breast cancer (bbc) subtype breast cancer poor prognosis 1, 2, 3. inherited mutations brca1, cancer susceptibility gene involved double-strand dna break (dsb) repair, lead breast cancers nearly bbc subtype 3, 4, 5;",C Persson,gs
Camilla Persson,20,comparative structural analysis lipid binding start domains,"A Thorsell, W Lee, C Persson, M Siponen",plos one,2011.0,background steroidogenic acute regulatory (star) protein related lipid transfer (start) domains small globular modules form cavity lipids lipid hormones bind. these domains transport ligands facilitate lipid exchange biological,C Persson,gs
Camilla Persson,20,preferential oxidation second phosphatase domain receptorlike ptpα revealed antibody oxidized protein tyrosine phosphatases,"C Persson, T Sjöblom, A Groen",proceedings of the,2004.0,"protein tyrosine phosphatases (ptps) constitute large enzyme family important biological functions. inhibition ptp activity reversible oxidation active-site cysteine residue emerging general, poorly characterized, regulatory mechanism. in",C Persson,gs
Camilla Persson,20,siteselective regulation plateletderived growth factor β receptor tyrosine phosphorylation tcell protein tyrosine phosphatase,"C Persson, C Sävenhed, A Bourdeau",and cellular biology,2004.0,"the platelet-derived growth factor (pdgf) β receptor mediates mitogenic chemotactic signals. like tyrosine kinase receptors, pdgf β receptor negatively regulated protein tyrosine phosphatases (ptps). to explore t-cell ptp (tc-ptp) negatively",C Persson,gs
Camilla Persson,20,combined bet bromodomain cdk2 inhibition mycdriven medulloblastoma,"S Bolin, A Borgenvik, C Persson, A Sundström, J Qi",oncogene,2018.0,medulloblastoma (mb) common malignant brain tumor children. myc genes frequently amplified correlate poor prognosis mb. bet bromodomains recognize acetylated lysine residues promote maintain myc transcription. certain,C Persson,gs
Camilla Persson,20,arntdependent hif2 transcriptional activity sufficient regulate downstream target genes neuroblastoma,"C Persson, K Stedingk, E Fredlund",experimental cell,2020.0,"background hypoxia-inducible factor (hif)-2α associates poor outcome neuroblastoma glioblastoma, gain-of-function mutations epas1 gene (encoding hif-2α) reported paragangliomas pheochromocytomas. specific targeting",C Persson,gs
Camilla Persson,20,neuroblastoma patientderived xenograft cells cultured stemcell promoting medium retain tumorigenic metastatic capacities differentiate serum,"C Persson, K Stedingk, D Bexell, M Merselius",scientific reports,2017.0,"cultured cancer cells serve important models preclinical testing anti-cancer compounds. however, optimal conditions retaining original tumor features vitro culturing cancer cells investigated detail. here serum-free",C Persson,gs
Camilla Persson,20,a synthetic polyphosphoinositide headgroup surrogate complex ship2 provides rationale drug discovery,"S Mills, C Persson, G Cozier, M Thomas",acs chemical,2012.0,"phosphoinositides regulate cellular processes, cellular levels controlled kinases phosphatases. ship2 (sh2 (src homology 2)-domain-containing inositol-phosphatase-2) plays critical role phosphoinositide signaling, cleaving 5-phosphate",C Persson,gs
Camilla Persson,20,structural biophysical characterization human myoinositol oxygenase,"A Thorsell, C Persson, N Voevodskaya",journal of biological,2008.0,"altered inositol metabolism implicated number diabetic complications. the committed step mammalian inositol catabolism performed myo-inositol oxygenase (miox), catalyzes unique four-electron dioxygen-dependent ring cleavage myo-inositol",C Persson,gs
Camilla Persson,20,an antibodybased method monitoring vivo oxidation protein tyrosine phosphatases,"C Persson, K Kappert, U Engström, A Östman",methods,2005.0,"regulation protein tyrosine phosphatases (ptps) reversible oxidation active site cysteine emerging general, poorly characterized, mechanism control activity important group enzymes. this regulatory mechanism initially",C Persson,gs
Camilla Persson,20,maintaining multipotent trunk neural crest stem cells selfrenewing crestospheres,"S Mohlin, E Kunttas, C Persson, R Haq",developmental,2019.0,"neural crest cells broad migratory differentiative ability differs according axial level origin. however, transient nature limited understanding stem cell self-renewal properties. while vitro culture method possible",C Persson,gs
Camilla Persson,20,life cycle assessment district heat distribution system part 3 use phase overall discussion 10 pp,"C Persson, M Fröling, M Svanström",the international journal of life,2006.0,part 1: pipe production [int j lca 9 (2) 130-136 (2004)] part 2: network construction [int j lca 10 (6) 425-435 (2005)] part 3: use phase overall discussion [doi: http://dx.doi.org/10.1065/lca2005.08.225] - preamble. this series papers based research,C Persson,gs
Camilla Persson,20,hif2α contributes antiestrogen resistance positive bilateral crosstalk egfr breast cancer cells,"M Alam, C Persson, S Reinbothe, J Kazi",oncotarget,2016.0,"the majority breast cancers express estrogen receptor α (erα), patients erα-positive breast cancer benefit antiestrogen therapy. the erα-modulator tamoxifen erα-downregulator fulvestrant commonly employed antiestrogens. antiestrogen",C Persson,gs
Camilla Persson,20,primary sequence determinants responsible siteselective dephosphorylation pdgf βreceptor receptorlike protein tyrosine phosphatase dep1,"C Persson, U Engström, S Mowbray, A Östman",febs letters,2002.0,site‐selective dephosphorylation receptor tyrosine kinases contributes receptor regulation. the receptor‐like protein tyrosine phosphatase dep‐1 site‐selectively dephosphorylates pdgf β‐receptor. dep‐1 dephosphorylation original chimeric phospho‐…,C Persson,gs
Camilla Persson,20,predicting longterm insulation performance district heating pipes,C Persson,,2015.0,"the aim studies comprise thesis predict heat loss timefrom range district heating pipes insulated closed-cells foam. the thermalconductivity foam changes time diffusion-tight encapsulatedagainst environment,",C Persson,gs
Camilla Persson,20,ligand stimulation reduces plateletderived growth factor βreceptor susceptibility tyrosine dephosphorylation,"A Shimizu, C Persson, C Heldin",journal of biological,2001.0,ligand binding platelet-derived growth factor (pdgf) β-receptor leads increased receptor tyrosine phosphorylation consequence dimerization-induced activation intrinsic receptor tyrosine kinase activity. in study asked ligand-stimulated,C Persson,gs
Camilla Persson,20,evaluating use tactile sensor measuring carton compliance,"D Eriksson, G Loeb, C Persson",nordic pulp & paper,2020.0,"this work reports evaluation tactile sensor potential measure compliance folding cartons. a tactile sensor possible measure mechanical behavior locally contact point, contrast existing methods measure",C Persson,gs
Camilla Persson,20,multipole method compute heat losses district heating pipes,C Persson,,2005.0,the district heating industry currently searching new installation fashions district heat distribution networks order decrease cost installation. the heat losses cause large lifetime cost environmental impacts district heating networks. this,C Persson,gs
Camilla Persson,20,laboratory measurement method mechanical interaction tactile sensor cartonboard packagepresentation evaluation,"D Eriksson, C Persson, H Eriksson, T Käck",nordic pulp & paper,2021.0,"the importance sensory information product purchasing decisions gained increasing attention recent years. tactile properties packaging usually measured help trained evaluators. an objective, fast repeatable method describes",C Persson,gs
Pernilla Karlsson,23,evaluation cyclooxygenase inhibiting effects major cannabinoids isolated cannabis sativa,"L Ruhaak, J Felth, P Karlsson, J Rafter",biological and,2011.0,"cyclooxygenase enzymes (cox-1 cox-2) catalyse production prostaglandins arachidonic acid. prostaglandins important mediators inflammatory process production reduced cox-inhibitors. endocannabinoids, endogenous",P Karlsson,gs
Pernilla Karlsson,23,human fecal water inhibits cox2 colonic ht29 cells role phenolic compounds,"P Karlsson, U Huss, A Jenner, B Halliwell",the journal of,2005.0,the inducible enzyme cyclooxygenase-2 (cox-2) plays major role regulation inflammation possibly development colon cancer. the aim present study screen cox-2 inhibitors samples fecal water (the aqueous phase feces),P Karlsson,gs
Pernilla Karlsson,23,fecal water noninvasive biomarker nutritional intervention comparison preparation methods refinement different endpoints,"A Klinder, P Karlsson, Y Clune, R Hughes",nutrition and,2007.0,"the assessment cellular effects aqueous phase human feces (fecal water, fw) useful biomarker approach study cancer risks protective activities food. in order refine develop biomarker, different protocols preparing fw compared.",P Karlsson,gs
Pernilla Karlsson,23,nmr metabolomic analysis fecal water subjects vegetarian diet,"J Pettersson, P Karlsson, Y Choi",biological and,2008.0,a vegetarian diet rich phytochemicals prevent colon carcinogenesis affecting biochemical processes colonic mucosa. compounds passing digestive reaching colon potentially detected fecal water. we previously reported intact,P Karlsson,gs
Pernilla Karlsson,23,effects cycloheximide brefeldin a suramin heparin primaquine proteoglycan glycosaminoglycan biosynthesis human embryonic skin fibroblasts,"L Fransson, P Karlsson, A Schmidtchen",biochimica et biophysica acta,1992.0,(1) we isolated radiolabelled proteoglycans glycosaminoglycans produced human embryonic skin fibroblasts presence (a) cycloheximide inhibit protein synthesis (b) brefeldin a impede transport endoplasmic reticulum golgi,P Karlsson,gs
Pernilla Karlsson,23,reflective seminaries grounded caring science lifeworld theorya phenomenological study perspective nursing students,"E Lindberg, P Karlsson, S Knutsson",nurse education today,2018.0,"background creative strategies needed nurse education integrate theory, practice lived experiences. towards end, reflective seminars, conducted congruence reflective lifeworld theory caring science, implemented three-year nursing",P Karlsson,gs
Pernilla Karlsson,23,polyethylene glycol reduces inflammation aberrant crypt foci carcinogeninitiated rats,"P Karlsson, R Hughes, J Rafter, W Bruce",cancer letters,2005.0,"polyethylene glycol 8000 inhibits formation tumors aberrant crypt foci (acf) carcinogen-initiated rats. we asked: inhibition associated reduction colonic inflammation increase colonic cell permeability? twenty-eight, male f 344 rats",P Karlsson,gs
Pernilla Karlsson,23,the flavouring phytochemical 2pentanone reduces prostaglandin production cox2 expression colon cancer cells,"J Pettersson, P Karlsson, U Göransson",biological and,2008.0,many phytochemicals diet prevent colon carcinogenesis affecting biochemical processes colonic mucosa. inflammation subsequent elevation enzyme cyclooxygenase-2 (cox-2) factors involved development colon,P Karlsson,gs
Pernilla Karlsson,23,inhospital cardiac arrest resuscitation performed hospital emergency team a 6year retrospective register analysis danderyd university hospital ,"H Widestedt, J Giesecke, P Karlsson",,2018.0,"background: cardiac arrest requires rapid effective handling. huge efforts implemented improve resuscitation sudden cardiac arrest patients. guidelines parts effective management, chain survival, available. the aim",P Karlsson,gs
Pernilla Karlsson,23,process evaluation action programme strategy implementing personcentred communication home care,"T Gustafsson, A Sundler, E Lindberg, P Karlsson",bmc nursing,2021.0,"there currently strong emphasis person-centred care (pcc) communication; however, little research conducted implement person-centred communication home care settings. therefore, action (a person-centred communication)",P Karlsson,gs
Pernilla Karlsson,23,nursing students experiences peer learning dedicated educational unit municipal home healthcare a phenomenological study,"A Sandvik, P Karlsson, A Zetterman",nordic journal of,2020.0,"the shift hospital-based nursing care municipal home healthcare led provision diverse, complex advanced nursing care context. this poses challenges undergraduate nursing students’ clinical education. the aim study",P Karlsson,gs
Pernilla Karlsson,23,talet om medarbetarskap en studie om medarbetarskap inom en kommunalorganisation,"P Karlsson, H Wilson",,2021.0,syftet med studien var att undersöka hur begreppet medarbetarskap används och förstås av medarbetare samt medarbetare med ledaransvar (chefer) inom en offentlig verksamhet en medelstor kommun. studien genomfördes med en kvalitativ metod och hermeneutisk grund,P Karlsson,gs
Pernilla Karlsson,23,en normeringsstudie av the timed water swallow testtwst för personer över 60 år,"P Karlsson, M Rytiniemi",,2019.0,“the timed water swallow test”(twst) är ett screeningverktyg för dysfagi som ger ett mått på en persons sväljkapacitet (ml/s). tidigare normeringsstudier har konstaterat att en sväljkapacitet 10 ml/s är en indikator på sväljningsdysfunktion för personer 70 år.,P Karlsson,gs
Pernilla Karlsson,23,biomarkers colon cancer applications human rat studies,P Karlsson,,2005.0,"colon cancer major causes cancer industrialized countries, caused combination hereditary, environmental dietary factors lack physical activity. of factors, diet important. to increase knowledge",P Karlsson,gs
Pernilla Karlsson,23,att som kvinna arbeta som polis en fenomenografisk undersökning om hur kvinnliga poliser upplever jämställdheten på arbetsplatsen,P Karlsson,,2020.0,"i den här undersökningen undersöks hur kvinnliga poliser upplever jämställdheten inom polisorganisationen idag. under senaste tio åren har antalet kvinnliga poliser finland ökat antal, men trots det upplever kvinnor att fortfarande måste bevisa att klarar av",P Karlsson,gs
Pernilla Karlsson,23,ett fritidshem för alla elever en kvalitativ intervjustudie om pedagogers beskrivningar av sitt arbete på fritidshem med extra anpassningar verksamheten,"U Waltgren, P Karlsson",,2020.0,titel: ett fritidshem för alla elever-en kvalitativ intervjustudie om pedagogers beskrivningar av sitt arbete på fritidshem med extra anpassningar verksamheten. syftet med studien är att undersöka hur olika fritidshem resonerar kring elever som behöver extra anpassning och hur,P Karlsson,gs
Pernilla Karlsson,23,fastighetsmäklarbranschenen fristad för penningtvätt,P Karlsson,,2019.0,"penningtvätt är ett gränsöverskridande problem som genom att årligen omsätta enorma belopp utgör ett stort hot mot världsekonomin. den organiserade brottsligheten utvecklas ständigt både vad gäller omfattning och komplexitet, såväl nationellt som",P Karlsson,gs
Pernilla Karlsson,23,orustmöjligheternas ö till hållbar turism,P Karlsson,,2017.0,turismen på ön har alltid haft en viktig roll orusts näringsliv och idag är den större än någonsin. på somrarna är det fullt med turister överallt på ön. vissa av besökarna kommer med båt och bor någon av gästhamnarna på ön medan andra kommer med bil eller buss för att,P Karlsson,gs
Pernilla Karlsson,23,jämkningsbedömningen vid medvållande till personskada,"P Karlsson, S Satric",,2018.0,"skadestånd är, allmänt uttryckt, en ersättning som ska sätta den skadelidande samma ekonomiska situation som om skadan aldrig inträffat, vilket motsvarar skadeståndets reparativa funktion. det finns dock undantag från denna huvudregel, nämligen när den",P Karlsson,gs
Pernilla Karlsson,23,bankuppköpen studie över aktieprisets reaktion samband med uppköp och fusioner den europeiska banksektorn,"P Karlsson, V Kanngiesser",,2010.0,"studien undersöker hur bankuppköp europa har påverkat den uppköpande banken. studien avser att analysera om och isåfall hur följande variabler har påverkat den uppköpande bankens car: betalningsmetod, strategi, inhemskt/gränsöverskridande uppköp, tidpunkt för",P Karlsson,gs
Pernilla Karlsson,23,sverigefonders avkastning finanskrisen 2008,"P Karlsson, J Åström, K Wågnert",lup.lub.lu.se,,"purpose: our purpose examine fund manager's overall experience, experience current fund, mutual fund’s market value number different shares fund influence performance fund financial",P Karlsson,gs
Pernilla Karlsson,23,sverigefonders avkastning finanskrisen 2008en kvantitativ studie med fokus på förvaltarerfarenhetens och fondstorlekens inverkan på fondavkastningen,"J Åström, P Karlsson, K Wågnert",,2010.0,"vårt syfte är att undersöka om fondförvaltarens totala erfarenhet respektive erfarenhet den nuvarande fonden, samt aktiefondens marknadsvärde och antalet olika aktier fonden hade någon inverkan på fondens avkastning den senaste finanskrisen. studien syftar även",P Karlsson,gs
Pernilla Karlsson,23,fri rörlighet för jurister inom europeiska unionen vilka krav ställs för att få utöva juristyrket en annan medlemsstat,P Karlsson,,2010.0,"en av grundläggande rättigheterna som ska säkerställas alla jurister inom unionen är den fria rörligheten. en jurist kan utöva sin fria rörlighet genom att antingen åberopa den fria rörligheten för personer, tjänster eller etableringsfriheten. juristyrket är ett reglerat juristyrke",P Karlsson,gs
Lotta Henriksson,2,idiotype immunization combined granulocytemacrophage colonystimulating factor myeloma patients induced type i major histocompatibility complex ,"A Österborg, Q Yi, L Henriksson","blood, the journal",1998.0,idiotypic structures expressed myeloma ig protein regarded tumor-specific antigen. five patients igg myeloma immunized purified serum m-component repeated intradermal injections soluble granulocyte-macrophage,L Henriksson,gs
Lotta Henriksson,2,idiotype immunity natural vaccineinduced early stage multiple myeloma,"A OÈsterborg, L Henriksson, H Mellstedt",acta oncologica,2000.0,"idiotypic structures expressed myeloma immunoglobulin (ig) protein (m-component) regarded tumor-specific antigens. naturally occurring, idiotype-specific type i t-cell immunity observed preferentially patients early stage myeloma. the",L Henriksson,gs
Karin Johansson,22,upperbody morbidity breast cancer incidence evidence evaluation prevention management prospective surveillance model care,"S Hayes, K Johansson, N Stout, R Prosnitz",cancer,2012.0,"the purpose paper review incidence upper‐body morbidity (arm breast symptoms, impairments, lymphedema), methods diagnosis, prevention treatment strategies. it purpose highlight evidence base integration",K Johansson,gs
Karin Johansson,22,effects compression bandaging manual lymph drainage treatment patients postoperative arm lymphedema,"K Johansson, M Albertsson, C Ingvar",,1999.0,"we examined effects low stretch compression bandaging (cb) incombination manual lymph drainage (mld) 38 female patients arm lymphedemaafter treatment breast cancer. after cb therapy 2 weeks (part i), patients wereallocated",K Johansson,gs
Karin Johansson,22,a randomized study comparing manual lymph drainage sequential pneumatic compression treatment postoperative arm lymphedema,"K Johansson, E Lie, C Ekadahl, J Lindfeldt",lymphology,1998.0,we compared manual lymph drainage (mld) sequential pneumatic compression (spc) treatment unilateral arm lymphedema 28 women previously treated breastcancer. after 2 weeks therapy standard compression sleeve (part i) maintenance ofa,K Johansson,gs
